sent_id,verb_i,speaker_name,sd,position,s1_i,s2_i,s1,s2,s1_i_np,s1_np,s1_lemma,s1_freq,s1_type,s1_animacy,s1_len,v_lemma,v_freq,v_type,adjacency,intervening_clitics,finite_v_i,finite_v_lemma,dist_v2s,polarity,polarity_item,polarity_position,clause,cg,v,cd
85079,2,baligh,sd,left,0,1,Chalouf,c',0,Chalouf,chalouf,2,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,interrogative,Chalouf c',est,quoi là je comprends pas ça vient d' où ?
85080,2,lucile,sd,left,0,1,Chalouf,c',0,Chalouf,chalouf,2,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Chalouf c',est,chalala c' est .
85098,6,lucile,sd,left,2,3,mère,elle,1-2,ma mère,mère,770,possessive,human,2,rassurer,11,,yes,,4,être,1,affirmative,na,,main,Et ma mère elle est plus,rassurée,quand je lui dis euh enfin je sais pas si je lui dis euh je vais euh je vais à la Loco@s elle va me dire euh non .
85466,7,malika,sd(disfluency),left,5,6,gens,ils,1-5,des des les les gens,gens,914,definite,human,5,changer,305,,yes,,7,changer,1,affirmative,na,,main,Bah des des les les gens ils,changent,euh la vérité .
85504,8,malika,no_sd,na,5,,monde,,3-5,tout le monde,monde,637,tout,human,3,retourner,86,pronominal,no,s',7,être,2,affirmative,na,,circumstantial,Et que après tout le monde s' est,retourné,contre moi .
85741,14,malika,sd,left,11,12,Dieu,il,11,Dieu,dieu,44,PROPN,human,1,faire,6716,,yes,,13,avoir,1,affirmative,na,,circumstantial,Si xxxxx moi je pense que c' est euh que si Dieu il a,fait,euh une fi- un homme et euh une femme c' est pas pour rien .
85743,26,malika,sd,left,19,24,homme,ils,18-19,l' homme,homme,67,definite,human,5,réunir,7,pronominal,no,se,26,réunir,6,affirmative,na,,circumstantial,C' est c' est que c' est qu' il y a quelque chose si ils sont xx si l' homme et la femme quand ils se,réunissent,pour faire des enfants c' est que c' est que voilà c' est qu' ils sont faits l' un pour l' autre c' est que l' homme et l' homme peut pas euh .
85743,57,malika,no_sd,na,53,,homme,,52-53,l' homme,homme,67,definite,human,5,pouvoir,1803,modal,yes,,57,pouvoir,4,negative ne omission,pas,post,completive,C' est c' est que c' est qu' il y a quelque chose si ils sont xx si l' homme et la femme quand ils se réunissent pour faire des enfants c' est que c' est que voilà c' est qu' ils sont faits l' un pour l' autre c' est que l' homme et l' homme,peut,pas euh .
85745,5,malika,no_sd,na,1,,homme,,0-1,L' homme,homme,67,definite,human,5,pouvoir,1803,modal,yes,,5,pouvoir,4,negative ne omission,pas,post,main,L' homme et l' homme,peut,pas euh pas être ensemble quoi mais bon après euh chacun ses choix .
85926,3,valeria,no_sd,na,2,,monde,,0-2,Tout le monde,monde,637,tout,human,3,être,35164,copular,yes,,3,être,1,affirmative,na,,interrogative,Tout le monde,est,là ?
85935,5,fabien,sd,left,2,3,Aristide,il,2,Aristide,aristide,15,PROPN,verify,1,arriver,706,unaccusative,yes,,4,être,1,affirmative,na,,main,Parce que Aristide il est,arrivé,juste après toi .
86008,2,aristide,sd,left,0,1,Daniel,il,0,Daniel,daniel,43,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,interrogative,Daniel il,est,chez lui ?
86010,3,fabien,sd,left,1,2,Daniel,il,1,Daniel,daniel,43,PROPN,verify,1,être,35164,copular,yes,,3,être,1,affirmative,na,,interrogative,Ah Daniel il,est,chez lui déjà ?
86055,4,fabien,sd,left,2,3,Dominos,ils,2,Dominos,dominos,4,PROPN,verify,1,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ouais mais Dominos ils,sont,trop thug@s là .
86065,11,fabien,sd,left,9,10,Dominos,ils,9,Dominos,dominos,4,PROPN,verify,1,faire,6716,,yes,,11,faire,1,affirmative,na,,circumstantial,Oui c' est euh c' est possible parce que Dominos ils,font,.
86068,4,fabien,sd,left,2,3,Dominos,ils,2,Dominos,dominos,4,PROPN,verify,1,faire,6716,,yes,,4,faire,1,affirmative,na,,main,Non non Dominos ils,font,souvent ça et c' est il y a souvent des offres comme ça .
86077,4,aristide,sd,left,2,3,pizza,elle,1-2,la pizza,pizza,21,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Donc la pizza elle,est,à vingt euros .
86119,7,mahamoud,sd,left,5,6,cochon,c',4-5,le cochon,cochon,6,definite,ha,2,être,35164,copular,yes,,7,être,1,negative ne omission,pas,post,main,Alors c' est quel le cochon c',est,quel pas cochon ?
86132,4,stéphanie,sd,left,2,3,tortue,c',1-2,la tortue,tortue,5,definite,animal,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Et la tortue c',est,laquelle ?
86136,6,fabien,sd,left,0,5,Celle,c',,,celui,416,demonstrative,verify,5,être,35164,copular,yes,,6,être,5,affirmative,na,,interrogative,Celle celle celle au dog@s c',est,laquelle ?
86158,2,christelle,sd,left,0,1,x,c',0,x,anonyme,,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,x c',est,pour toi Stéph .
86251,3,mahamoud,sd,left,1,2,résultats,c',0-1,Les résultats,résultat,12,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les résultats c',était,un peu .
86391,3,stéphanie,sd,left,1,2,avion,il,0-1,L' avion,avion,22,definite,inanimate,2,avoir,22537,copular,yes,,3,avoir,1,negative ne omission,pas,post,main,L' avion il,a,pas intérêt à faire d' histoire .
86401,5,stéphanie,sd,left,2,3,fête,elle,1-2,la fête,fête,39,definite,inanimate,2,prévoir,11,,yes,,4,être,1,affirmative,na,,main,Non la fête elle est,prévue,.
86411,7,aristide,sd,left,5,6,Valeria,c',5,Valeria,valeria,6,PROPN,verify,1,être,35164,copular,yes,,7,être,1,affirmative,na,,main,C' est à qui ça Valeria c',est,le tien ?
86423,2,aristide,sd,left,0,1,Kevin,il,0,Kevin,kevin,35,PROPN,verify,1,attaquer,13,,yes,,2,attaquer,1,affirmative,na,,main,Kevin il,attaque,dur .
86450,2,aristide,sd,left,0,1,Fabien,il,0,Fabien,fabien,10,PROPN,x,1,parler,3507,communication,yes,,2,parler,1,negative ne omission,pas,post,main,Fabien il,parle,pas en antillais ?
86468,27,fabien,no_sd,na,23,,mère,,22-23,ma mère,mère,770,possessive,human,2,apprendre,355,,no,m',25,avoir,2,negative ne omission,pas,pre,interrogative,Ah tu es fâché hein tu te dis ah l' enfoiré@s il connaît sa langue maternelle je suis trop triste oh pourquoi ma mère m' a pas,appris,.
86482,13,fabien,sd,left,11,12,parents,ils,10-11,nos parents,parent,418,possessive,human,2,vouloir,2285,modal,yes,,13,vouloir,1,affirmative,na,,main,De la race des enfants qui sont arrivés en France nos parents ils,voulaient,qu' on parle que français .
86489,6,mahamoud,no_sd(disfluency),na,4,,mère,,2-4,ma ma mère,mère,770,possessive,human,3,parler,3507,pronominal,no,me,6,parler,2,affirmative,na,,main,xx enfin ma ma mère me,parlait,toujours euh en africain .
86502,9,mahamoud,sd,left,5,7,daronne@s,elle,4-5,ma daronne@s,daron,163,possessive,human,5,dire,8386,pronominal,no,me,9,dire,3,negative ne omission,jamais,pre,main,Ah ouais ah non ma daronne@s jamais elle me,dira,ça .
86508,10,fabien,sd,left,8,9,français,il,7-8,mon français,français,580,possessive,hi,2,être,35164,copular,yes,,10,être,1,affirmative,na,,main,Ah mais j' ai galéré@s mon frère mon français il,était,.
86534,6,fabien,sd,left,2,5,Martinique,c',1-2,la Martinique,martinique,4,indefinite,verify,4,être,35164,copular,yes,,6,être,3,affirmative,na,,main,Même la Martinique des fois c',est,euh .
86536,8,fabien,sd,left,6,7,gens,ils,5-6,les gens,gens,914,definite,human,2,parler,3507,communication,yes,,8,parler,1,affirmative,na,,circumstantial,Je comprends pas hein quand les gens ils,parlent,trop vite euh je comprends rien à ce qu' ils racontent .
86539,14,mahamoud,sd,left,12,13,accents,ça,11-12,les accents,accent,79,definite,inanimate,2,changer,305,,yes,,14,changer,1,affirmative,na,,main,C' est comme la langue Maghreb hein marocain algérien tout ça les accents ça,change,hein .
86548,7,valeria,sd,left,5,6,parents,ils,4-5,tes parents,parent,418,possessive,human,2,parler,3507,communication,yes,,7,parler,1,affirmative,na,,circumstantial,Non parce que pourtant tes parents ils,parlent,entre eux ils parlent .
86552,10,valeria,sd,left,7,8,mère,elle,6-7,ta mère,mère,770,possessive,human,2,parler,3507,communication,no,nous,10,parler,2,affirmative,na,,circumstantial,Ouais mais même quand on vient ta mère elle nous,parle,créole .
86567,6,mahamoud,sd,left,4,5,fromage,c',3-4,le fromage,fromage,12,definite,inanimate,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,C' est ça le fromage c',est,quatre fromages c' est fort .
86580,1,mahamoud,no_sd,na,0,,Tout,,0,Tout,tout,1627,tout,inanimate,1,ressembler,60,,yes,,1,ressembler,1,affirmative,na,,main,Tout,ressemble,à aouh .
86594,4,mahamoud,sd,left,1,3,langue,c',0-1,La langue,langue,539,definite,inanimate,3,être,35164,copular,yes,,4,être,2,affirmative,na,,main,La langue difficile c',est,c' est le français vous êtes malades vous le français c' est une langue difficile à apprendre hein .
86594,16,mahamoud,sd,left,14,15,français,c',13-14,le français,français,580,definite,inanimate,2,être,35164,copular,yes,,16,être,1,affirmative,na,,main,La langue difficile c' est c' est le français vous êtes malades vous le français c',est,une langue difficile à apprendre hein .
86600,7,fabien,sd,left,5,6,français,c',4-5,le français,français,580,definite,inanimate,2,être,35164,copular,yes,,7,être,1,affirmative,na,,completive,Mais bien sûr que le français c',est,une langue difficile à apprendre faut pas blaguer hein .
86601,3,mahamoud,sd,left,1,2,français,c',0-1,Le français,français,580,definite,inanimate,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Le français c',est,une langue difficile à apprendre bien sûr .
86611,13,fabien,no_sd,na,12,,frère,,11-12,mon frère,frère,488,possessive,human,2,aller,6473,,yes,,13,aller,1,affirmative,na,,main,La dernière fois je voyais un gars qui écrivait rebeu@s ah mon frère,va,apprendre à écrire ça .
86613,4,valeria,sd,left,1,3,grec,ça,0-1,Le grec,grec,24,definite,hi,2,devoir,630,modal,yes,,4,devoir,2,affirmative,na,,main,Le grec aussi ça,doit,être dur .
86619,5,valeria,sd,left,2,3,père,il,1-2,mon père,père,491,possessive,human,2,arriver,706,unaccusative,no,y,5,arriver,2,affirmative,na,,main,Ben mon père il y,arrive,.
86621,5,fabien,sd,left,3,4,père,il,2-3,ton père,père,491,possessive,human,2,recopier,1,,yes,,5,recopier,1,affirmative,na,,main,Ouais mais ton père il,recopie,des trucs tu vois .
86663,8,christelle,sd,left,5,7,pizza,elles,,,pizza,21,definite,inanimate,2,être,35164,copular,yes,,8,être,2,negative ne omission,pas,post,main,Ouais euh ben oui mais pizza normale elles,sont,pas comme ça .
86697,4,fabien,sd,left,2,3,été,il,1-2,l' été,été,52,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Non l' été il,était,bien la rivière tout ça c' était cool@s .
86700,4,valeria,sd,left,1,3,étés,ils,0-1,Les étés,été,52,definite,inanimate,2,faire,6716,,yes,,4,faire,2,affirmative,na,,main,Les étés ici ils,font,plaisir .
86708,4,fabien,sd,left,2,3,jus,c',1-2,le jus,jus,9,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,interrogative,Hum le jus c',est,bon ça hein ?
86738,10,fabien,no_sd,na,8,,monde,,6-8,tout le monde,monde,637,tout,human,3,dire,8386,pronominal,no,me,10,dire,2,affirmative,na,,completive,C' est pour ça qu' après tout le monde me,dit,on dirait il a deux ans .
86753,6,valeria,no_sd,na,5,,tout,,5,tout,tout,1627,tout,inanimate,1,aller,6473,,yes,,6,aller,1,affirmative,na,,completive,xxx ça veut dire que tout,va,mieux ça y est .
86777,6,valeria,sd,left,4,5,Vincent,il,4,Vincent,vincent,3,PROPN,verify,1,fermer,108,,yes,,6,fermer,1,affirmative,na,,completive,C' est dommage que Vincent il,ferme,euh le midi parce qu' elles sont vraiment bonnes leurs pizzas .
86780,6,aristide,sd,left,2,5,pizza,c',0-2,La meilleure pizza,pizza,21,definite,inanimate,5,être,35164,copular,yes,,6,être,3,affirmative,na,,main,La meilleure pizza de Montpellier c',est,ça .
86783,7,mahamoud,sd,left,1-4,5,goûts et les couleurs,ça,,,,,"definite,coordination",,4,discuter,55,pronominal,no,se,7,discuter,2,negative ne omission,pas,post,main,Les goûts et les couleurs ça se,discute,pas .
86784,6,valeria,sd,left,0,5,Celle,elle,,,celui,416,"celui,relative",verify,5,être,35164,copular,yes,,6,être,5,negative ne omission,pas,post,main,Celle où on avait mangé elle,était,pas mal aussi .
86808,4,valeria,sd,left,1,3,sauce,c',,,sauce,21,definite,inanimate,2,être,35164,copular,yes,,4,être,2,affirmative,na,,main,Ouais sauce barbecue c',est,bon .
86817,3,mahamoud,sd,left,1,2,pâte,elle,0-1,La pâte,pâte,30,definite,hi,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,La pâte elle,est,costaud hein .
86825,3,valeria,sd,left,1,2,savoyarde,elle,0-1,La savoyarde,savoyard,1,definite,hi,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,La savoyarde elle,est,tellement bonne aussi .
86838,3,christelle,sd,left,1,2,couche,elle,0-1,Ta couche,couche,5,possessive,inanimate,2,aller,6473,,yes,,3,aller,1,affirmative,na,,main,Ta couche elle,va,être pleine .
86880,10,christelle,no_sd,na,7-9,,U S A,,,,,,PROPN,,3,faire,6716,,yes,,10,faire,1,affirmative,na,,relative,On a pas compris ce que les U S A,faisaient,.
86899,15,christelle,sd,left,13,14,France,c',12-13,la France,france,491,definite,verify,2,être,35164,copular,yes,,15,être,1,affirmative,na,,main,Mais euh si c' est ça enfin je sais pas et puis la France c',est,parce que depuis deux mille six ils arrêtaient pas de l' annoncer je pense que c' était un truc la France ils ont pas gagné depuis deux mille six ils ont pas gagné xx .
86899,40,christelle,sd,left,36,37,France,ils,35-36,la France,france,491,definite,verify,2,gagner,80,,yes,,38,avoir,1,affirmative,na,,main,Mais euh si c' est ça enfin je sais pas et puis la France c' est parce que depuis deux mille six ils arrêtaient pas de l' annoncer je pense que c' était un truc la France ils ont pas,gagné,depuis deux mille six ils ont pas gagné xx .
86919,3,christelle,no_sd,na,2,,show,,1-2,leur show,show,17,possessive,verify,2,être,35164,copular,yes,,3,être,1,negative ne omission,pas,post,main,Et leur show,était,pas extraordinaire par rapport au Brésil où on aurait cru que le Brésil serait en de en demi-finale là euh .
86919,17,christelle,no_sd,na,16,,Brésil,,15-16,le Brésil,brésil,16,definite,inanimate,2,être,35164,copular,yes,,17,être,1,affirmative,na,,completive,Et leur show était pas extraordinaire par rapport au Brésil où on aurait cru que le Brésil,serait,en de en demi-finale là euh .
86924,6,fabien,sd,left,4,5,Américains,ils,3-4,les Américains,américain,13,definite,hi,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,Mais les Américaines les Américains ils,étaient,tellement xx .
86932,3,fabien,sd,left,0,1,Israël,ils,0,Israël,israël,11,PROPN,verify,1,faire,6716,,yes,,2,avoir,1,affirmative,na,,main,Israël ils ont,fait,n' importe quoi .
86945,4,christelle,no_sd,na,3,,France,,2-3,la France,france,491,definite,inanimate,2,avoir,22537,copular,yes,,4,avoir,1,negative ne omission,pas,post,main,Mais bon la France,a,pas xxx ouais c' était bizarre .
86951,6,christelle,no_sd,na,3,,Américains,,2-3,les Américains,américain,13,definite,human,2,déclarer,1,,yes,,4,avoir,1,affirmative,na,,circumstantial,Déjà quand les Américains ont été,déclarés,pour la demi-finale .
86956,12,christelle,no_sd,na,10,,France,,9-10,la France,france,491,definite,verify,2,gagner,80,,yes,,11,avoir,1,affirmative,na,,circumstantial,Non ils ont hué les Américains mais après quand la France a,gagné,c' était pas si euh je veux dire xx je le dis moi j' ai pas senti la ferveur de la compétition hein .
86976,9,christelle,sd,left,7,8,Aristide,il,7,Aristide,aristide,15,PROPN,verify,1,dire,8386,communication,yes,,9,dire,1,affirmative,na,,relative,Mais j' ai pas compris ce que Aristide il,disait,oui .
86992,3,stéphanie,sd,left,1,2,autre,il,0-1,L' autre,autre,446,definite,hai,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,L' autre il,est,ouh .
87002,3,mahamoud,sd,left,0,2,Lil,c',,,lil,4,PROPN,verify,2,être,35164,copular,yes,,3,être,2,affirmative,na,,main,Lil Kev c',est,un dangereux .
87026,4,stéphanie,sd,left,2,3,pire,c',1-2,le pire,pire,49,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Non le pire c',était,quand ils ont dit la fin ouais c' était quand ils ont annoncé les U S A au lieu de mettre le Japon c' est là que tout le monde a hué .
87026,36,stéphanie,no_sd,na,34,,monde,,32-34,tout le monde,monde,637,tout,human,3,huer,8,,yes,,35,avoir,1,affirmative,na,,completive,Non le pire c' était quand ils ont dit la fin ouais c' était quand ils ont annoncé les U S A au lieu de mettre le Japon c' est là que tout le monde a,hué,.
87028,4,fabien,no_sd,na,2,,personne,,2,personne,personne(p),80,personne,human,1,comprendre,902,,yes,,3,avoir,1,negative ne omission,personne,suj,main,Ah ouais personne a,compris,.
87029,6,christelle,no_sd,na,4,,personne,,4,personne,personne(p),80,personne,human,1,comprendre,902,,yes,,5,avoir,1,negative ne omission,personne,suj,main,Attends euh le Japon personne a,compris,le Japon le Brésil tout le monde a super applaudi .
87029,16,christelle,no_sd(topic),na,13,,monde,,11-13,tout le monde,monde,637,tout,human,3,applaudir,14,,yes,,14,avoir,1,affirmative,na,,main,Attends euh le Japon personne a compris le Japon le Brésil tout le monde a super,applaudi,.
87047,14,stéphanie,sd,left,8,12,gens,ils,7-8,les gens,gens,914,definite,human,2,applaudir,14,,yes,,10,avoir,1,affirmative,na,,main,xxx dès qu' il a raconté ça les gens ils ont enfin ils ont,applaudi,les U S A ils ont pas du coup il a retourné le truc il a réussi quand même .
87048,14,aristide,sd,left,11,12,machin,il,10-11,tout machin,machin,38,tout,inanimate,2,dire,8386,communication,yes,,13,avoir,1,affirmative,na,,main,Non il a dit ouais un peu de respect et tout machin il a,dit,.
87053,4,aristide,sd,left,0,1,x,il,0,x,anonyme,,PROPN,verify,1,dire,8386,communication,yes,,2,avoir,1,affirmative,na,,main,x il a juste,dit,pour eux par rapport au voyage qu' ils ont fait la distance .
87063,6,fabien,sd,left,2,4,danseurs,ils,1-2,les danseurs,danseur,19,definite,human,2,venir,1338,unaccusative,yes,,5,être,2,affirmative,na,,main,Oui les danseurs après ils sont,venus,ils ont dansé et voilà tu vois .
87068,19,christelle,sd,left,13,16,Coréens,ils,12-13,les Coréens,coréen,4,definite,human,4,passer,768,,yes,,17,être,3,negative ne omission,pas,post,interrogative,Ça c' est fini en bagarre après là-bas les danseurs xxx mais les Coréens du sud ils sont pas,passés,en finale ?
87069,10,fabien,sd,left,7,8,Coréens,ils,6-7,les Coréens,coréen,4,definite,hi,2,devoir,630,modal,yes,,9,avoir,1,affirmative,na,,main,Si ça se trouve derrière oui les Coréens ils ont,dû,.
87078,23,stéphanie,no_sd,na,22,,jury,,21-22,le jury,jury,3,definite,human,2,aller,6473,,yes,,23,aller,1,affirmative,na,,main,Du coup ils font comme ça puis ils montrent ils sont en face de nous là ils ont dit oui euh le jury,va,voter .
87090,6,fabien,sd,left,3,4,gens,ils,2-3,les gens,gens,914,definite,human,2,retirer,3,pronominal,no,se,6,retirer,2,affirmative,na,,main,Ben ouais les gens ils se,retirent,on va délibérer .
87098,16,mahamoud,sd,left,13,14,juges,ils,12-13,les juges,juge,12,definite,human,2,réunir,7,pronominal,no,se,16,réunir,2,affirmative,na,,main,C' est ton jugement personnel donc voilà mon gars xxx mais non les juges ils se,réunissent,ils discutent entre eux pour dire que .
87102,14,aristide,sd,left,8,13,nationalité,elle,7-8,la nationalité,nationalité,16,indefinite,inanimate,4,influer,2,,yes,,14,influer,5,affirmative,na,,relative,Faut être objectif dans la mesure où la nationalité des juges elle euh elle,influe,.
87105,2,aristide,sd,left,0,1,Lilou,il,0,Lilou,lilou,2,PROPN,verify,1,connaître,994,,yes,,2,connaître,1,affirmative,na,,main,Lilou il,connaît,tous les vagabonds .
87114,6,valeria,sd,left,4,5,x,il,3-4,la x,anonyme,,definite,verify,2,être,35164,copular,yes,,6,être,1,affirmative,na,,main,A mon avis la x il,est,hum .
87124,20,aristide,sd,left,12,18,fait,ça,11-12,le fait,fait,1912,definite,inanimate,7,jouer,204,,yes,,19,avoir,6,affirmative,na,,completive,On a bien vu que par rapport au show des Français le fait qu' ils soient à domicile ça a,joué,en leur faveur .
87134,8,aristide,sd(disfluency),left,4,5,salle,elle,0-4,La la la la salle,salle,65,definite,inanimate,5,prêter,7,pronominal,no,"s',y",8,prêter,3,affirmative,na,,main,La la la la salle elle s' y,prête,bien on dirait .
87136,4,fabien,sd,left,2,3,salle,elle,1-2,la salle,salle,65,definite,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Ah la salle elle,est,belle franchement euh l' Arena c' est beau même dehors tu sais ça change de couleur .
87136,11,fabien,sd,left,9,10,Arena,c',8-9,l' Arena,arena,1,definite,verify,2,être,35164,copular,yes,,11,être,1,affirmative,na,,main,Ah la salle elle est belle franchement euh l' Arena c',est,beau même dehors tu sais ça change de couleur .
87167,9,fabien,sd,left,5,6,autres,ils,4-5,les autres,autre,446,definite,hai,2,pouvoir,1803,modal,yes,,7,avoir,1,negative ne omission,pas,post,main,Ils ont dit ouais les autres ils ont pas,pu,venir x.
87198,4,aristide,sd,left,1,2,battle@s,il,0-1,Le battle@s,battle,9,definite,verify,2,programmer,3,,yes,,3,être,1,affirmative,na,,main,Le battle@s il est,programmé,déjà depuis au moins un an .
87206,6,aristide,no_sd(disfluency),na,4,,danseurs,,2-4,le les danseurs,danseur,19,definite,human,3,avoir,22537,copular,no,n',6,avoir,2,negative ne retention,pas,post,completive,Enfin que le les danseurs n',aient,pas leurs visas .
87213,7,aristide,sd,left,5,6,gens,ils,4-5,les gens,gens,914,definite,human,2,avoir,22537,copular,yes,,7,avoir,1,affirmative,na,,completive,On dit pas que les gens ils,ont,pas leur passeport ou leurs papiers enfin ça nous regardait pas .
87215,9,aristide,sd,left,7,8,battle@s,il,6-7,le battle@s,battle,9,definite,verify,2,avoir,22537,copular,yes,,9,avoir,1,affirmative,na,,main,C' est juste pour dire le le battle@s il,a,tellement une grande ampleur qui prend toute l' Afrique et des pays qu' on soupçonne pas donc ils sont pas là ils sont pas là en gros .
87230,10,christelle,sd,left,5,9,présentateurs,ils,4-5,les présentateurs,présentateur,3,definite,human,2,parler,3507,communication,yes,,10,parler,5,affirmative,na,,main,C' était assez rigolo@s les présentateurs aussi au début ils,parlaient,anglais à la fin ils parlaient plus hein au début il essayait de traduire on comprenait pas trop on se demandait tiens pourquoi il traduit .
87362,4,fabien,sd,left,1,2,Braun,ils,1,Braun,braun,2,PROPN,verify,1,donner,450,don,yes,,3,avoir,1,affirmative,na,,main,Ben Braun ils ont,donné,des sous euh faut faut faut placer la pub eh eh .
87376,5,fabien,sd,left,3,4,essuie-glaces,ils,2-3,tes essuie-glaces,essuie-glace,1,possessive,inanimate,2,fonctionner,11,,yes,,5,fonctionner,1,affirmative,na,,completive,J'espère que tes essuie-glaces ils,fonctionnent,bien .
87388,3,christelle,sd,left,1,2,autres,c',0-1,Les autres,autre,446,definite,hai,2,être,35164,copular,yes,,3,être,1,affirmative,na,,main,Les autres c',est,tes enfants .
87390,9,christelle,sd,left,7,8,autres,c',6-7,les autres,autre,446,definite,hai,3,être,35164,copular,yes,,9,être,1,affirmative,na,,main,Quand tu dis les autres euh les autres c',est,tes enfants quand même hein .
87409,2,fabien,sd,left,0,1,Cindy,elle,0,Cindy,cindy,3,PROPN,verify,1,faire,6716,,yes,,2,faire,1,negative ne omission,pas,post,main,Cindy elle,fait,quoi encore elle est pas dans la police ou un truc comme ça ?
87440,8,fabien,sd,left,2,6,gars,il,1-2,le gars,gars,186,"definite,relative",human,5,déménager,27,,yes,,7,avoir,4,affirmative,na,,main,Il le gars qui habitait ici il a,déménagé,juste au dessus en fait et je sais pas qu' est -ce qu' il a fait j' ai l' impression qu' il a gardé sa ligne de téléphone peut-être qu' il l' a fait >.
87443,12,fabien,sd,left,9,11,France,ils,,,france,491,PROPN,verify,2,venir,1338,unaccusative,yes,,12,venir,2,affirmative,na,,completive,Ben il faut que je fasse installer faut que France Télécom ils,viennent,m' installer une ligne carrément .
87447,11,aristide,sd,left,9,10,verres,ils,8-9,les verres,verre,24,definite,verify,2,aller,6473,,yes,,11,aller,1,affirmative,na,,main,Ouais il va plus vite là les verres les verres ils,vont,valser .
87572,3,aristide,sd,left,0,2,Kevin,c',0,Kevin,kevin,35,PROPN,verify,1,être,35164,copular,yes,,3,être,2,affirmative,na,,main,Kevin là c',est,l' heure de la récréation hein .
87600,7,valeria,sd,left,3,4,Kevin,il,3,Kevin,kevin,35,PROPN,verify,1,réveiller,53,pronominal,no,s',6,être,2,affirmative,na,,main,Là ce matin Kevin il s' est,réveillé,à midi quoi .
87615,11,aristide,sd,left,9,10,Mégane,elle,9,Mégane,mégane,1,PROPN,verify,1,débouler,1,,yes,,11,débouler,1,affirmative,na,,circumstantial,Midi ah le rêve américain quoi midi ah quand Mégane elle,déboule,à sept heures le samedi .
87626,5,valeria,sd,left,2,3,nuit,il,1-2,cette nuit,nuit,55,demonstrative,inanimate,2,réveiller,53,,yes,,4,être,1,affirmative,na,,main,Pourtant cette nuit il était,réveillé,quand tu es rentré Fabien .
87650,5,aristide,sd,left,1,4,notion,elle,0-1,La notion,notion,7,definite,inanimate,4,être,35164,copular,yes,,5,être,3,affirmative,na,,main,La notion du temps elle,est,.
87654,9,fabien,sd,left,5,6,Valeria,elle,5,Valeria,valeria,6,PROPN,verify,1,réveiller,53,,no,m',8,avoir,2,affirmative,na,,main,On s' est dit quand Valeria elle m' a,réveillé,elle m' a dit tu as appelé ?
87660,5,fabien,sd,left,3,4,yeux,ils,2-3,mes yeux,oeil,56,possessive,inanimate,2,vouloir,2285,modal,yes,,5,vouloir,1,negative ne omission,pas,post,main,Mes yeux mes yeux ils,voulaient,pas s' ouvrir euh j' étais là je suis trop faya@s .
87896,2,lindsay,sd,left,0,1,Sarah,elle,0,Sarah,sarah,23,PROPN,verify,1,être,35164,copular,yes,,2,être,1,affirmative,na,,main,Sarah elle,est,une coquine .
87904,4,charles,sd,left,2,3,batterie,elle,1-2,ma batterie,batterie,1,possessive,inanimate,2,être,35164,copular,yes,,4,être,1,affirmative,na,,main,Eh ma batterie elle,est,en train de grossir putain@s .
88062,7,lindsay,no_sd,na,5,,monde,,3-5,tout le monde,monde,637,tout,human,1,avoir,22537,copular,no,l',7,avoir,2,affirmative,na,,main,De toute façon tout le monde l',a,ken@s elle .
88062,8,lindsay,no_sd,na,5,,monde,,3-5,tout le monde,monde,637,tout,human,1,ken,30,,no,lÃ¯Â¿Â½,7,avoir,3,affirmative,na,na,main,De toute façon tout le monde l' a,ken@s,elle .
88112,1,lindsay,no_sd,na,0,,Celui-là,,,,celui-là,38,celui,verify,1,être,35164,copular,yes,,1,être,1,affirmative,na,,main,Celui-là,est,bien .
88131,3,lindsay,no_sd,na,1,,bagarre,,0-1,La bagarre,bagarre,29,definite,inanimate,2,résoudre,4,,no,ne,3,résoudre,2,negative ne retention,rien,post,main,La bagarre ne,résout,rien .
88138,3,sarah,no_sd,na,1,,bagarre,,0-1,La bagarre,bagarre,29,definite,inanimate,2,résoudre,4,,no,ne,3,résoudre,2,negative ne retention,rien,post,main,La bagarre ne,résout,rien .
